Key	Type	Desc	English	German	Japanese	Korean	Spanish	Chinese (Simplified)	Thai
Items/Tapestry	Text	 [new]	Tapestry	Wandteppich	タペストリー	태피스트리	Tapiz	挂毯	พรมผนัง
Items/TapestryDesc	Text	 [new]	A sheet of fabric that can be hung on walls.	Ein Stofftuch, das an Wände gehängt werden kann.	壁にかけられる一枚の布。	벽에 걸 수 있는 천입니다.	Una pieza de tela que se puede colgar en las paredes.	可以挂在墙壁上的一块布料。	"แผ่นผ้าที่สามารถแขวนบน
กำแพงได้"
Items/TealPalaceFish	Text	 [new]	Teal Palace Fish	Türkiser Palastfisch	アオミドリキュウデンギョ	청록 궁전물고기	Pez de palacio verdiazul	蓝绿色的宫殿鱼	ปลาพาเลซสีฟ้าอมเขียว
Items/TealPalaceFishDesc	Text	 [new]	A greenish-blue, odd-looking fish with weirdly shaped fins.	Ein grün-blauer, merkwürdig aussehender Fisch mit seltsam geformten Flossen.	変な形のヒレを持つ変な見た目の青緑色の魚。	이상한 모양의 지느러미가 달린 독특한 모습의 녹청색 물고기입니다.	Un pez verdiazul de pinta extraña con aletas de curiosa forma.	一种蓝绿色的样子很古怪的鱼，长着形状怪异的鳍。	ปลาสีฟ้าอมเขียวหน้าตาประหลาด มีครีบรูปร่างประหลาดเช่นกัน
Items/TempleAzeosUrn	Text	 [new]	Azeos Urn	Azeos-Urne	アゼオスの飾り壺	아제오스 항아리	Urna de Azeos	埃齐欧斯瓮	โกศอะซีออส
Items/TempleAzeosUrnDesc	Text	 [new]	This decorative vase has been made in honor of Azeos, the Sky Titan.	Diese dekorative Vase wurde zu Ehren von Azeos, dem Himmelstitanen hergestellt.	天空の巨鳥アゼオスにちなんで作られた、装飾の施された壺。	이 장식 꽃병은 하늘 거인 아제오스를 기리며 만들어진 것입니다.	Este jarrón decorativo se hizo en honor de Azeos, el Titán de los Cielos.	为了致敬天空泰坦埃齐欧斯而特意制作的装饰用花瓶。	แจกันตกแต่งนี้สร้างขึ้นเพื่อยกย่องอะซีออส ยักษ์แห่งน่านฟ้า
Items/TempleGlyphBlock	Text	 [new]	Glyph Stele	Glyphenstele	彫刻の石碑	상형 문자 석판	Estela con glifos	象形文字玻璃碑	แผ่นศิลาจารึกอักขระ
Items/TempleGlyphBlockBroken	Text	 [new]	Broken Glyph Stele	Zerstörte Glyphenstele	壊れた彫刻の石碑	부서진 상형 문자 석판	Estela con glifos rota	破损的象形文字玻璃碑	แผ่นศิลาจารึกอักขระแตก
Items/TempleGlyphBlockBrokenDesc	Text	 [new]	A block made from hazy blue glass with golden etchings. The information written on it is lost forever as it has been smashed on purpose.	Ein Block aus trübem blauem Glas mit goldenen Ätzungen. Die darauf enthaltenen Informationen sind für immer verloren, da er absichtlich zertrümmert wurde.	かすんだ青いガラスに金色でエッチングが施されたブロック。意図的に破壊されたため、書かれている情報を読み取ることができなくなってしまった。	탁한 푸른색 유리로 만들어졌으며 금색으로 아로새겨진 블록입니다. 고의로 파괴되어 쓰여 있는 정보가 영영 사라져 버렸습니다.	Un bloque hecho de cristal azul difuminado con grabados dorados. La información que tenía escrita se ha perdido para siempre porque se machacó adrede.	用朦胧的蓝色玻璃制成的一块碑，有着金色的蚀刻。由于已被故意砸碎，上面所写的信息已经永远无法复原了。	แผ่นศิลาที่สร้างขึ้นจากแก้วสีน้ำเงินมัวพร้อมลายแกะสีทอง ข้อมูลบนนั้นหายไปตลอดกาลเนื่องจากโดนทุบทำลายอย่างจงใจ
Items/TempleGlyphBlockDesc	Text	 [new]	A block made from hazy blue glass with golden etchings. It seems like these were used as memorials or to mark places of importance.	Ein Block aus trübem, blauen Glas mit goldenen Eingravierungen. Es sieht so aus, als ob sie als Denkmäler oder zur Markierung wichtiger Orte verwendet wurden.	かすんだ青いガラスに金色でエッチングが施されたブロック。記念碑としてや、重要な場所を示すものとして使われていたようだ。	탁한 푸른색 유리로 만들어졌으며 금색으로 아로새겨진 블록입니다. 이 물건은 기념비나 중요한 장소를 표시하는 데 사용된 것 같습니다.	Un bloque hecho de cristal azul difuminado con grabados dorados. Parece que se usaban como monumentos o para señalar lugares importantes.	用朦胧的蓝色玻璃制成的一块碑，有着金色的蚀刻。似乎曾被用作纪念碑，或是用来标记重要地点。	แผ่นศิลาที่สร้างขึ้นจากแก้วสีน้ำเงินมัวพร้อมลายแกะสีทอง ดูเหมือนว่าจะใช้เตือนความทรงจำหรือใช้ทำเครื่องหมายสถานที่สำคัญต่างๆ
Items/TempleGlyphWall1	Text	 [new]	Angled Glyph Wall	Gewinkelte Glyphenwand	角度のついた彫刻のカベ	모난 상형 문자 벽	Muro inclinado con glifos	尖顶象形文字墙壁	กำแพงอักขระมุมแหลม
Items/TempleGlyphWall1Desc	Text	 [new]	An ancient sandstone wall with an angled top and covered in indecipherable glyphs. What stories do they tell?	Eine uralte Sandsteinwand mit einer angewinkelten Oberkante, bedeckt mit unentzifferbaren Glyphen. Welche Geschichten erzählen sie?	上部が斜めになっている古代の砂岩のカベ。解読不能な文字が刻まれているが、どんな物語が語られているのだろう？	위쪽이 각진 모양으로 되어 있고 해독할 수 없는 상형 문자로 뒤덮인 고대 사암 벽입니다. 상형 문자는 어떤 이야기를 들려줄까요?	Un antiguo muro de arenisca con la parte superior inclinada y cubierta de glifos indescifrables. ¿Qué historias cuentan?	一块上古时代的砂岩墙壁，顶端呈尖状，墙面上写满了无法辨识的象形文字。它们究竟讲述着什么样的故事呢？	กำแพงหินทรายโบราณที่มีมุมแหลมด้านบนและปกคลุมไปด้วยอักขระที่อ่านไม่ออก พวกมันบอกเล่าเรื่องราวอะไรกันนะ
Items/TempleGlyphWall2	Text	 [new]	Glyph Wall	Glyphenwand	彫刻のカベ	상형 문자 벽	Muro con glifos	象形文字墙壁	กำแพงอักขระ
Items/TempleGlyphWall2Desc	Text	 [new]	An ancient sandstone wall covered in indecipherable glyphs. What stories do they tell?	Eine alte Sandsteinwand, bedeckt mit Glyphen, die nicht zu entziffern sind. Welche Geschichten erzählen sie?	解読不能な文字が刻まれている古代の砂岩のカベ。どんな物語が語られているのだろう？	해독할 수 없는 상형 문자로 뒤덮인 고대 사암 벽입니다. 상형 문자는 어떤 이야기를 들려줄까요?	Un antiguo muro de arenisca cubierto de glifos indescifrables. ¿Qué historias cuentan?	一块上古时代的砂岩墙壁，墙面上写满了无法辨识的象形文字。它们究竟讲述着什么样的故事呢？	กำแพงหินทรายโบราณที่ปกคลุมไปด้วยอักขระที่อ่านไม่ออก พวกมันบอกเล่าเรื่องราวอะไรกันนะ
Items/TempleGuardianStatue	Text	 [new]	Temple Guardian Statue	Tempelwächter-Statue	神殿の護り人の像	사원 수호자상	Estatua de guardián del templo	圣堂守护者雕像	รูปปั้นผู้พิทักษ์อาราม
Items/TempleGuardianStatueDesc	Text	 [new]	This intimidating statue depicts an ancient guardian in exotic garment. Its kneeling pose hints at being in service of a king.	Diese furchteinflößende Statue stellt einen antiken Wächter in einem exotischen Gewand dar. Seine kniende Haltung deutet darauf hin, dass er im Dienste eines Königs stand.	異国情緒のある衣装をまとった古代の護り人を描いた、威圧的な像。ひざまずいたポーズは王に仕えていることの表れ。	이 위협적인 조각상은 이국적인 의상을 입은 고대 수호자를 묘사하고 있습니다. 무릎을 꿇은 모습은 왕을 섬기고 있다는 사실을 암시합니다.	Esta intimidante estatua muestra a un antiguo guardián vestido de forma exótica. Su postura arrodillada sugiere que estaba al servicio de un rey.	这座令人胆寒的雕像描绘的是一位上古守护者，穿着充满异国情调的衣裳。它那膝盖着地的姿势暗示着它在侍奉一位国王。	รูปปั้นอันน่าเกรงขามนี้เป็นผู้พิทักษ์โบราณในชุดประหลาด ท่าคุกเข่าทำให้เดาได้ว่าเป็นผู้รับใช้พระราชา
Items/TempleGuardianStatueRaided	Text	 [new]	Raided Temple Guardian Statue	Beschädigte Tempelwächter-Statue	襲撃された神殿の護り人の像	도굴당한 사원 수호자상	Estatua de guardián del templo dañada	被劫掠过的圣堂守护者雕像	รูปปั้นผู้พิทักษ์อารามที่ถูกปล้น
Items/TempleGuardianStatueRaidedDesc	Text	 [new]	A statue wilfully destroyed by grave thiefs. It has been partially relieved of the green daggers in its stony clasp.	Eine Statue, die mutwillig von Grabräubern zerstört wurde. Sie wurde teilweise von den grünen Dolchen in ihrem steinernen Griff erleichtert.	墓荒らしに故意に破壊された像。石の留め具にはめられている緑色の短剣が、部分的に取り外されている。	무덤 도둑들이 고의로 파괴한 조각상입니다. 돌로 된 움켜쥔 손에서 녹색 단검이 일부분 빠져나와 있습니다.	Una estatua destruida adrede por ladrones de tumbas. Le han quitado de sus pétreas manos algunas de sus dagas verdes.	一座被盗墓贼蓄意破坏过的雕像。它的石头手掌里紧攥着的绿色匕首已经缺失了一部分。	รูปปั้นที่พวกโจรปล้นสุสานจงใจทำลาย กำมือหินคลายกริชสีเขียวที่จับอยู่ออกมาเล็กน้อย
Items/TempleOmorothUrn	Text	 [new]	Omoroth Urn	Omoroth-Urne	オモロスの飾り壺	오모로스 항아리	Urna de Omoroth	欧墨若斯瓮	โกศโอโมรอธ
Items/TempleOmorothUrnDesc	Text	 [new]	This decorative vase has been made in honor of Omoroth, the Sea Titan.	Diese dekorative Vase wurde zu Ehren von Omoroth, dem Meerestitanen hergestellt.	海の巨獣オモロスにちなんで作られた、装飾の施された壺。	이 장식 꽃병은 바다 거인 오모로스를 기리며 만들어진 것입니다.	Este jarrón decorativo se hizo en honor de Omoroth, el Titán de los Mares.	为了致敬海洋泰坦欧墨若斯而特意制作的装饰用花瓶。	แจกันตกแต่งนี้สร้างขึ้นเพื่อยกย่องโอโมรอธ ยักษ์แห่งท้องทะเล
